,avg_delta_beta
CNTNAP3B,-0.09895271739130437
FAM8A2P,-0.09900778985507246
RP11-659G9.3,-0.0990122282608696
SNORD116-10,-0.09905380434782608
MUC22,-0.09906358695652173
BST2,-0.09908961352657006
MIR410,-0.09910554919908465
GOLGA6L2,-0.09915253623188405
BTNL2,-0.09922584541062802
PPIAL4G,-0.09924782608695651
ANKRD20A9P,-0.09927703804347825
MIR517A,-0.09932038043478261
RP11-125N22.4,-0.09932445652173913
RNU6-1084P,-0.0993342391304348
EEF1A1P6,-0.09934619565217391
RP11-3D4.2,-0.09935869565217394
DMRTC1B,-0.09937282608695652
CABS1,-0.09938532608695654
RP11-429A20.2,-0.09941576086956522
SLFN14,-0.09944329710144927
DCAF4L2,-0.09946622670807455
RP11-307C19.1,-0.09949510869565216
RP11-74E24.2,-0.09950036231884062
TRIM43B,-0.09950652173913045
FAM92A1P2,-0.0995804347826087
OR9Q2,-0.09964184782608695
ACTRT1,-0.09966304347826087
MIR493,-0.09969817028985506
CTD-2287O16.3,-0.09976173913043478
CTB-174D11.3,-0.09976902173913046
AC079779.5,-0.09981897233201581
SNORD52,-0.09985942028985507
SNORD116-1,-0.09989479813664598
OR7A5,-0.0999211956521739
LINC01060,-0.09996084782608695
AC083884.8,-0.09997255434782609
MZB1,-0.10001817632850242
LINC01581,-0.10003804347826087
CTD-2643K12.1,-0.10003804347826087
PLA2G4C,-0.10007235054347824
PWAR1,-0.10008478260869567
C17orf77,-0.10011739130434781
RP11-21C4.5,-0.10016630434782607
IFI44,-0.10017771739130435
FAM107B,-0.10026517558528428
KRTAP12-1,-0.10027916666666666
CYSLTR2,-0.10030788043478263
NXPE1,-0.10031548913043478
RP11-707M1.7,-0.10033061594202901
RP11-248J23.6,-0.10033260869565218
RP11-506B6.5,-0.10037717391304347
C10orf128,-0.10043097826086958
PCGF7P,-0.10051073369565215
RP4-555D20.1,-0.10052336956521737
AC069363.1,-0.10057789855072466
RP11-701H24.5,-0.10059932065217393
SNORD64,-0.10059932065217393
CTD-2370N5.3,-0.10060991847826087
RP11-55L4.1,-0.10062173913043478
ACCSL,-0.10062549818840578
SERPINB10,-0.1006328804347826
LINC01072,-0.10064021739130434
MIR92A1,-0.1007021739130435
TRBV25-1,-0.10071556905370842
RP11-87C12.5,-0.10075597826086957
GABRR3,-0.1008018115942029
MIR381HG,-0.10082426086956522
SNORD115-2,-0.10093709239130436
RP11-307N16.7,-0.10097391304347822
RP11-65M17.1,-0.10106521739130431
MASP1,-0.10108793995859214
SNORD114-5,-0.10112961956521736
PRR15L,-0.10124956521739134
CTB-83J4.1,-0.1012766304347826
CTC-459M5.2,-0.1012820652173913
RP11-491F9.1,-0.10136413043478261
RP11-440J4.2,-0.10137826086956521
CTD-3080F16.3,-0.10138315217391301
MCTP2,-0.10143844517958409
RP11-1275H24.3,-0.10145733695652172
SNORD116-17,-0.10155194746376814
TRDC,-0.10158190993788818
RP11-124O11.1,-0.10160489130434784
AC023669.1,-0.10162010869565219
BTNL8,-0.1016770531400966
MAGEB3,-0.10170910973084886
RP11-24D15.1,-0.1017207427536232
KRT8P35,-0.10172228260869563
RP11-1109M24.13,-0.10175108695652174
LINC00305,-0.10176347826086954
AC100848.1,-0.10176347826086954
RP11-146N18.1,-0.10176347826086954
AF001550.7,-0.10183043478260868
RP11-473E2.3,-0.10187173913043482
KCNJ1,-0.10190274456521742
MRPL23-AS1,-0.1019042132505176
SNORD115-4,-0.10194293478260871
PWAR5,-0.10194701086956522
SOCS5P3,-0.10198172554347827
RP11-540K16.1,-0.1019945652173913
AC091814.3,-0.10199592391304348
AC010987.6,-0.10201521739130436
SPACA3,-0.10202101449275361
RP11-702C7.1,-0.10205036231884057
VENTXP1,-0.10205036231884057
RP11-796I2.1,-0.1020679347826087
AC079325.6,-0.1020796195652174
RP3-366N23.4,-0.10208586956521738
DCDC2C,-0.10213101023017904
MAGEC2,-0.10221364130434782
RP11-338H14.1,-0.10223206521739132
UGT2B10,-0.10223641304347827
RP11-328K4.1,-0.10225407608695657
RP11-205K6.3,-0.10226177536231884
TAAR2,-0.10227451086956521
KRTAP12-2,-0.10229112318840577
CFHR5,-0.10230434782608698
OR4K2,-0.10233333333333332
MIR127,-0.10233543478260869
SALL4P1,-0.10240326086956521
MIR5684,-0.10252282608695651
FAM90A15P,-0.10255407608695652
MIR708,-0.10258423913043481
RBMS3,-0.10260050841514727
RP11-666E17.1,-0.10260489130434783
MIR19B1,-0.10266597826086957
LINC00635,-0.10270144927536232
C7orf72,-0.10271315217391302
MS4A15,-0.10271992753623187
RP11-654D12.1,-0.10272010869565218
TRDJ1,-0.10272907608695651
TRDD3,-0.10272907608695651
CTD-2366F13.2,-0.1027907608695652
LINC00562,-0.10284402173913045
RP11-945A11.1,-0.1028626811594203
MUC1,-0.1028936141304348
SNORD115-38,-0.10289706521739131
SNORD116-28,-0.10292608695652172
RP11-558O12.1,-0.10301847826086959
CTD-2589M5.4,-0.10305597826086955
MIR519A1,-0.10313043478260871
RHBDF1P1,-0.10314177018633541
SLC35G3,-0.10315271739130433
HLA-DOB,-0.10315967391304347
KIAA0125,-0.10317418478260869
MIR433,-0.10319001976284588
CTD-3076O17.1,-0.10326684782608693
SPANXD,-0.10328532608695654
SLC16A14P1,-0.10331152173913045
RP11-1217F2.1,-0.10332173913043476
BNIPL,-0.10339433229813667
RP11-300A12.2,-0.10344701086956522
RP11-666O2.4,-0.10349510869565214
RP11-666O2.5,-0.10349510869565214
RP11-756P10.1,-0.10354048913043477
UGT1A5,-0.10357560223266743
RP11-193J6.1,-0.10360353260869569
XCL2,-0.10362255434782612
OLR1,-0.10362934782608699
RP11-64K12.8,-0.10364130434782609
RP4-806M20.5,-0.10364228260869564
PIEZO1P2,-0.10364228260869564
SNORD115-23,-0.10365434782608694
RP11-285M22.2,-0.10371195652173912
LRRC31,-0.10374130434782611
AD000091.2,-0.10383786231884058
FOXN3-AS2,-0.10388034420289857
RP11-479O16.1,-0.10390570652173914
IMPDH1P11,-0.10395027173913043
CTD-3247F14.2,-0.10395652173913042
MIR369,-0.10400140664961638
RP1-101K10.4,-0.10403061594202899
RP11-173M11.2,-0.10404510869565216
RERGL,-0.1040482608695652
OR9K2,-0.1040820652173913
SNORD115-11,-0.10411622670807455
RP11-598D12.4,-0.10412409420289856
RP5-965F6.2,-0.104125
RP11-446H18.5,-0.1041766123188406
IGHG4,-0.10419305555555555
MIR660,-0.10419608695652173
RP13-653N12.1,-0.10423342391304348
MIR181D,-0.10424751552795032
RP4-570O12.3,-0.10432119565217392
AC005358.3,-0.10437201086956523
CLDN25,-0.10440380434782609
OR10H3,-0.10441581521739131
RP11-1084I9.1,-0.10445226449275365
SNORD114-26,-0.1044616666666667
MROH2A,-0.10448106884057969
PRR20FP,-0.10451630434782608
RP11-583F24.3,-0.10452028985507247
OR5AU1,-0.10453410326086957
LINC01152,-0.10453967391304349
AC005152.3,-0.10453967391304349
EPHB6,-0.10455385375494072
TRAJ60,-0.10457880434782608
RP11-329E24.6,-0.10459667874396135
LA16c-395F10.2,-0.10460355351170567
RP5-998N21.4,-0.10461739130434783
RP11-567I13.1,-0.10462826086956521
RP11-722P11.4,-0.10472880434782608
OR2W3,-0.1047369565217391
LINC01088,-0.10475877329192546
RPS2P48,-0.10477427536231884
RP11-114J13.1,-0.10477916666666667
PMCHL2,-0.10478750000000002
RP11-136K7.3,-0.10478750000000002
FRG2FP,-0.10479538043478258
GLRXP3,-0.10481277173913046
AC073150.6,-0.10481331521739133
RP3-380E11.2,-0.10485923913043478
RHOXF2,-0.10486250000000001
KCNU1,-0.10486922554347824
SPRR2E,-0.10492137681159422
DIAPH2-AS1,-0.104939402173913
AF131215.9,-0.10495652173913042
AC100802.3,-0.10500951086956521
HHLA1,-0.10501684782608696
LINC01258,-0.10502554347826085
RP11-108M12.3,-0.10503913043478262
AC098973.2,-0.10507989130434782
RP11-539L10.2,-0.10508817934782608
BECN1P1,-0.1051697010869565
MYOT,-0.10520402173913043
LCE2D,-0.10522590579710146
AC087073.1,-0.10525108695652176
RP11-455O6.9,-0.10530108695652171
GXYLT1P2,-0.10531195652173912
RP13-580B18.4,-0.10533517080745339
CTD-2313J17.7,-0.1053730072463768
GS1-111G14.1,-0.10543885869565219
OR4X1,-0.10544565217391302
POM121L12,-0.10545760869565217
CLEC17A,-0.10546820652173913
SNORD114-25,-0.10570865036231884
CT62,-0.1057343227424749
MIR449B,-0.10573559782608698
RP11-664I21.5,-0.10580543478260872
PRAMEF2,-0.10584239130434779
CTA-360L10.1,-0.1058586956521739
FAM90A2P,-0.10599972826086956
RP11-150D5.2,-0.10600059782608694
OR2T8,-0.10604329710144927
C14orf105,-0.10609163431677014
CEACAM20,-0.10615643115942028
RP11-267D19.2,-0.10617826086956521
CXCR6,-0.10621498447204969
CTD-2203A3.1,-0.1062298913043478
AC079150.3,-0.10624130434782607
C12orf54,-0.10627630434782608
AC011899.10,-0.10630851449275362
KRT8,-0.10634005270092227
C9orf92,-0.10634184782608695
LINC00494,-0.10637137681159416
PRR23D2,-0.10638097826086958
RP11-123M6.2,-0.10641630434782609
FDCSP,-0.10646521739130434
RNU6-819P,-0.10657608695652172
NAP1L6,-0.10661956521739127
AC090587.2,-0.10668586956521739
PART1_1,-0.10675298913043477
MAGEA10,-0.10678404287439613
RP11-521B24.5,-0.10678577898550723
AL390876.1,-0.10682119565217392
RP11-394D2.1,-0.10682119565217392
AC096772.6,-0.10685597826086957
AC000095.11,-0.10685905797101446
CA15P1,-0.10689347826086958
MYH2,-0.10690351966873705
LINC00824,-0.10690416666666665
RP11-432M8.17,-0.10696766304347828
MIR487A,-0.10698297101449274
OR2A2,-0.10705380434782609
KRT8P40,-0.10708043478260869
JAKMIP2-AS1,-0.10711555706521736
AL158839.1,-0.10717065217391304
RP11-7C6.1,-0.10724782608695652
ENPP7P13,-0.10728532608695653
F11-AS1,-0.10731154244306419
SLC18A1,-0.10732545289855074
OR1D2,-0.10758641304347825
SCGB2A1,-0.10758740942028985
FMO3,-0.10760570652173913
RP11-544M22.13,-0.10763601449275362
RP11-20E24.1,-0.10772010869565218
AC130709.1,-0.10773641304347825
DAOA,-0.10775097826086955
CHMP4BP1,-0.10792228260869567
PPBPP1,-0.10792300724637678
KIR2DL3,-0.107974577294686
EIF4EP5,-0.10810923913043478
CASC9,-0.10813224637681158
KRTAP3-3,-0.10813260869565215
RPL18P13,-0.10816195652173911
RP11-241J12.3,-0.1082961956521739
OPCML,-0.10840261245797995
SNORD114-28,-0.10843822463768119
MIR635,-0.10855317028985507
RP11-244B22.6,-0.10860591032608698
TINAG,-0.10864956521739129
ECM2,-0.10867907608695651
UBQLNL,-0.10870380434782609
RP11-220C2.1,-0.10880842391304346
SNORD116-19,-0.108853649068323
RP11-420K8.1,-0.10885706521739129
FETUB,-0.10892158385093166
PCDH9-AS1,-0.10894239130434781
C8orf22,-0.10894800724637681
CD86,-0.1090056324110672
CEACAM22P,-0.10901557971014493
MEG9,-0.10904103260869565
RNU6-871P,-0.10906195652173914
SNX18P23,-0.10909836956521742
NPAP1,-0.10911598731884059
RP5-1007F24.1,-0.10912844202898553
KIAA0087,-0.10912844202898553
IGHG3,-0.10914653751753153
AKAP4,-0.10915684782608696
TRIM75P,-0.1092452445652174
RP11-266K4.14,-0.10924891304347827
RP11-266K4.1,-0.10924891304347827
KHDC1L,-0.10925289855072463
AC006947.1,-0.1092641304347826
RP11-274J7.3,-0.10927826086956523
VN1R64P,-0.10932934782608697
KRTAP13-1,-0.1093967391304348
HOMER2P1,-0.10940217391304348
KRT74,-0.10940500000000002
LILRB5,-0.10942152173913045
KRTAP20-3,-0.10942989130434781
GABRA3,-0.10949980590062115
AC124312.1,-0.10954171195652174
ZSCAN5B,-0.10959873188405798
MIR6815,-0.10961902173913042
OR7D2,-0.10962771739130438
RP11-474J18.1,-0.10972418478260866
RP11-474J18.2,-0.10972418478260866
MAGI2-AS1,-0.10972663043478262
NTM,-0.10972764855072464
OR5AN1,-0.10975380434782611
ABCC6,-0.10986059782608697
LINC00442,-0.10986413043478263
AF238378.7,-0.10987101449275362
SNORD116-20,-0.10987315217391305
SPAG11A,-0.10987789855072463
SPANXN5,-0.10988016304347831
RP3-344J20.1,-0.1099108695652174
RP11-296E23.1,-0.11006141304347829
AC007422.1,-0.11010634057971015
RP11-624J12.1,-0.11012880434782611
AC099344.3,-0.11013804347826085
AC074389.7,-0.11017323369565216
AF013593.1,-0.11021648550724637
CTD-2135D7.5,-0.11021847826086954
RP11-31I22.3,-0.11022364130434785
RP5-908M14.5,-0.11023029891304346
IQCF5-AS1,-0.11025434782608695
RP11-12L8.1,-0.11027934782608695
AC068724.1,-0.11042989130434781
IGHD2-2,-0.1104483695652174
ENOX1-AS1,-0.11045652173913044
RP11-122C5.2,-0.1104728260869565
RP11-474P2.4,-0.11053197463768115
DRD5P1,-0.11062989130434782
KRT80,-0.1106710118286445
NXPE2,-0.11069284420289854
RP13-653N12.2,-0.11073097826086956
ARHGAP23P1,-0.11078926630434782
SNORD115-21,-0.11080108695652173
GAGE12J,-0.11085000000000002
RP11-492L8.1,-0.11093423913043476
AC093326.1,-0.11096847826086956
IL13RA2,-0.1109880434782609
RP11-432M8.18,-0.1110086956521739
CST2,-0.11105176630434785
OR11L1,-0.11108043478260868
OR5E1P,-0.11111239130434783
GOLGA8IP,-0.11117554347826086
CTD-2118P12.1,-0.1112804347826087
LINC01219,-0.11133297101449276
AB019441.29,-0.11138880434782605
RP11-815J4.5,-0.11147735507246379
BRS3,-0.11156494565217391
RP3-509L4.3,-0.11160176630434782
FAM207BP,-0.11161576086956523
RP11-810H18.1,-0.1116233695652174
HMGB3P27,-0.1117328804347826
ATP5LP7,-0.1117328804347826
RP11-223J15.2,-0.1119086956521739
AC108044.1,-0.11194483695652173
RP11-393N4.1,-0.1119945652173913
KRTAP19-3,-0.1120121376811594
LILRB2,-0.11205548913043481
SPANXA2-OT1,-0.11205706521739127
RP1-12G14.5,-0.11207228260869564
IGHV4-28,-0.11207663043478261
RP11-268F1.3,-0.11208858695652177
CELP,-0.11211195652173912
IL21,-0.11213002717391306
RP11-552J9.9,-0.11217626811594199
SNORD115-13,-0.11217782608695653
RP11-536P16.4,-0.11226576086956522
AP000593.5,-0.11228994565217394
LINC00707,-0.11235271739130434
RP11-65D24.2,-0.11237711196820942
RP11-822E23.5,-0.11241560559006213
NLRP11,-0.11242643280632415
SNORD116-29,-0.1125211956521739
SCN7A,-0.1125727536231884
OR2V2,-0.11258586956521738
RP11-244K5.6,-0.11260398550724637
RP11-403I13.7,-0.11266249999999998
CTC-391G2.1,-0.11267608695652173
MIR19A,-0.11273184782608699
PLCZ1,-0.11277463768115938
SLC39A12,-0.11279813405797098
AC010894.5,-0.11284945652173917
NAT1,-0.11290672554347825
CTC-518B2.12,-0.11290760869565217
SSX2,-0.11290838509316768
SSX7,-0.11290838509316768
MIR431,-0.11292323369565216
RP11-134K13.2,-0.11294239130434783
XAGE5,-0.11294681677018634
MIR4437,-0.11302010869565216
KLRF1,-0.11303043478260867
LINC01019,-0.11305663043478262
TBX19,-0.11306159420289852
LINC01470,-0.11308496376811593
RP11-815I9.3,-0.11308641304347826
AOAH,-0.11314143222506391
AC022173.2,-0.11324619565217389
RGAG1,-0.11327684782608695
SNORD116-7,-0.11332323369565216
MS4A3,-0.11335791062801932
PRAMEF25,-0.11343994565217393
HNRNPCL2,-0.11343994565217393
WI2-3308P17.2,-0.11343994565217393
USP17L2,-0.11344755434782612
LALBA,-0.11346717391304346
MIR325HG,-0.11358940217391306
LINC00589,-0.1135930706521739
KRTAP4-8,-0.11360964673913045
RP11-191L9.4,-0.1136629173136646
RP6-91H8.5,-0.11366739130434785
SNORD113-7,-0.11369619565217393
RP11-674N23.4,-0.11371956521739132
RP11-662M24.2,-0.11378417251209014
LINC00868,-0.11381195652173914
HLA-DRA,-0.11381314257401211
IRGM,-0.11381521739130437
APOH,-0.11383088768115943
EVI2A,-0.11385230978260867
CNTNAP3,-0.11385326086956522
SULT2A1,-0.11392989130434783
CTB-61M7.1,-0.11395373068960025
SNORD116-21,-0.11395423913043477
ARHGAP42P5,-0.11395978260869569
CLEC4D,-0.11398315217391304
RP1-272L16.1,-0.1140141304347826
RP11-320N7.1,-0.11401956521739132
SNORD116-14,-0.11404470108695655
RP13-895J2.9,-0.1140671195652174
RP11-1236K1.8,-0.11408750000000002
IGHD1-14,-0.11409891304347827
KRTAP19-6,-0.11413016304347826
MYOM2,-0.11415102471086941
AC113608.1,-0.11419184782608695
SCGB1D1,-0.11425471014492752
H2BFM,-0.1144047554347826
IFNA14,-0.11443532608695654
HHIPL2,-0.11444082880434782
RP11-351N4.4,-0.1144649456521739
RP11-536C10.20,-0.11448387681159419
PHGR1,-0.11454972826086952
ZFAT-AS1_3,-0.11456467391304347
RP4-610C12.3,-0.1145663043478261
RP4-610C12.4,-0.1145663043478261
AC008271.1,-0.11461077898550723
MIR1295A,-0.11471711956521741
FAM153B,-0.1147246739130435
LSAMP,-0.11479184493524515
MIR3646,-0.11479565217391303
USP17L7,-0.11481086956521741
AP002856.5,-0.11481282608695652
CTD-2194D22.5,-0.11483913043478262
ANXA9,-0.11483928571428571
AC105393.1,-0.11488478260869567
RP11-20B24.5,-0.11489293478260872
GOLGA8F,-0.11489999999999999
PRAMEF9,-0.11494510869565217
ANP32C,-0.11496043478260869
DNAJB1P1,-0.11503091787439615
KLKP1,-0.11506358695652175
RP11-886D15.1,-0.11513152173913042
SNTN,-0.11518641304347825
RP11-863N1.4,-0.11519646739130435
GSDMC,-0.11523170289855074
UGT1A3,-0.1152507433110368
OR52M1,-0.11527866847826088
LINC01114,-0.11529510869565218
OR52A5,-0.11532065217391303
LINC01583,-0.11532192028985508
AC079354.5,-0.1153252717391304
ATP13A5,-0.11533872282608693
ASTL,-0.11536739130434782
GAPDHP50,-0.11542336956521741
CCL4,-0.11548387681159421
PIP,-0.11548819875776398
LL0XNC01-7P3.1,-0.11548858695652173
PPBP,-0.11555634057971016
VPREB1,-0.11555717391304345
SNORD113-6,-0.11560021739130433
GZMH,-0.11562146739130438
TMCO5A,-0.11563989130434782
RP11-536C10.13,-0.11569320652173913
RP11-536C10.11,-0.11569320652173913
RP11-536C10.14,-0.11569320652173913
AC008984.2,-0.11569728260869565
RP11-735A19.2,-0.11572619565217392
OR5A2,-0.11574225543478261
AL132709.8,-0.1157483695652174
RP11-368M16.6,-0.11580253623188405
SNORD115-24,-0.11580380434782611
PHF2P2,-0.11581086956521737
RP11-364B6.1,-0.11581290760869567
RP11-491H19.1,-0.11588505434782607
PLEKHF2,-0.11589219367588931
MYT1L,-0.11589486685157595
MIR1182,-0.11592267786561265
LINC01208,-0.11592554347826088
IGHD4-17,-0.11593043478260869
OR3A3,-0.11593940217391305
RP11-107C10.1,-0.11601195652173915
CTD-2122P11.1,-0.11604927536231882
MAS1,-0.11608326086956523
LCE2C,-0.11611793478260872
ZIM3,-0.11613840579710145
ELFN1,-0.11615022429261561
LINC00681,-0.11618025362318839
SNORD114-10,-0.11619836956521735
TSHB,-0.1162086956521739
KRTAP3-1,-0.11624619565217392
SCML4,-0.11624708953089243
OR5K4,-0.1162766304347826
SH2D1A,-0.11629326086956522
AC007403.2,-0.11635597826086955
MIR509-1,-0.11635869565217391
MIR509-3,-0.11635869565217391
CIB3,-0.11639918478260869
IL22RA2,-0.11649271739130437
AHSG,-0.11651939799331106
ACTBP13,-0.11653070652173915
PLCE1-AS2,-0.11660541537267081
SNORD116-16,-0.11673260869565219
VN2R1P,-0.11675380434782605
CTC-321K16.4,-0.11676209239130438
RP11-468D11.1,-0.11678967391304348
PMCHL1,-0.11680271739130434
RP11-398J5.1,-0.1168030797101449
SNORD115-26,-0.11681929347826085
CDR1,-0.11682783816425121
CSH1,-0.11693152173913042
VNN2,-0.11698554347826089
AC009970.1,-0.11699710144927536
ZBTB8OSP2,-0.11703043478260869
C10orf120,-0.11706521739130432
AOC1,-0.11708078416149069
CTD-2529O21.1,-0.11711684782608694
KIR3DL2,-0.1171354347826087
RP11-667K14.5,-0.11714728260869565
MIR138-1,-0.11721114130434784
RP11-1020A11.1,-0.1173108695652174
RP11-437L7.1,-0.11737228260869564
AC010982.2,-0.11738532608695652
CLDN4,-0.11739127038043477
RPL26P31,-0.11739619565217391
PSG3,-0.11741771739130435
CEACAM18,-0.11742934782608695
TRAJ26,-0.11744239130434782
H2BFWT,-0.11747305900621118
RP11-113E21.2,-0.1175179347826087
OR4E2,-0.11755434782608697
OR56A5,-0.11764673913043477
ABCA8,-0.11770173913043477
HLA-DQA2,-0.1177263761759471
TMPRSS11A,-0.11772989130434784
RP11-701H24.4,-0.11777635869565216
RP11-1324A7.2,-0.11791467391304346
NLRP5,-0.11798682065217392
AC005160.3,-0.11800000000000004
SCN3A,-0.11800570652173913
CUBN,-0.1180564578005115
RNU6-751P,-0.11807065217391305
SULT1A2,-0.11807130434782605
RP11-286O18.1,-0.11808586956521738
PRG3,-0.11813840579710147
OR3A1,-0.1181788043478261
AC092669.6,-0.1182
AMELX,-0.11823478260869565
GYPA,-0.11827146739130434
OR51G2,-0.11830543478260867
UGT1A4,-0.11834066154422788
OR14A16,-0.11835271739130439
SCGB2A2,-0.11835923913043479
AF131215.2,-0.11836831521739132
PHC1P1,-0.1183755434782609
SNORD116-23,-0.11837758152173912
RP11-168K9.2,-0.11850489130434784
AC091801.1,-0.11861019021739135
AC114808.3,-0.11866141304347828
OR10G7,-0.1186836956521739
RP11-1018N14.1,-0.11868532608695652
RP11-1018N14.4,-0.11868532608695652
RP11-1018N14.2,-0.11868532608695652
MIR4489,-0.11868586956521736
OR1C1,-0.11874293478260868
HAO1,-0.11875
RP11-364B6.2,-0.11877228260869563
RP11-61O11.1,-0.11877532608695651
LPA,-0.11877663043478263
LINC00670,-0.11888768774703555
RP11-451G4.2,-0.11891413043478262
RP11-451G4.3,-0.11891413043478262
AC021021.1,-0.11892461180124225
RP11-73B2.7,-0.11897323369565217
RP11-340I6.3,-0.11897323369565217
AC021021.2,-0.11897332427536231
GPR142,-0.1189734601449275
KRT18P56,-0.11899375000000001
PGAM1P12,-0.11899565217391304
RP11-522B15.5,-0.11899565217391304
MIR508,-0.1190766304347826
KRTAP19-7,-0.1190967391304348
SNHG24,-0.11911058577207692
RP11-172C16.4,-0.11911521739130436
RP11-525K10.1,-0.11913505434782609
RP11-345J18.2,-0.11914384057971014
C1orf210,-0.11917135869565217
MIR670HG,-0.11917690217391305
SNORD115-33,-0.11926286231884056
TRAF6P1,-0.119275
MIR412,-0.11928032608695649
KB-1930G5.4,-0.11928728260869566
TPTE2P2,-0.11931739130434782
MIR100HG,-0.11948911166140722
SNORD115-20,-0.11952358695652175
HBB,-0.11954956521739132
CSMD1,-0.11957560532477975
LINC00264,-0.11964999999999998
KRT18,-0.1196511956521739
RP11-155D18.13,-0.11973451086956521
IFNA7,-0.11974673913043477
AC010761.9,-0.11975163043478262
MIR218-1,-0.11976413043478262
LA16c-60G3.6,-0.1197663043478261
SCEL,-0.1197766304347826
RNU6-925P,-0.11981934782608697
AC004692.4,-0.11983838315217392
CTD-2278I10.4,-0.1198725543478261
CD300E,-0.11989302536231886
LINC01471,-0.11995679347826087
KRTAP19-4,-0.12002635869565215
RP11-259P6.3,-0.120109375
MIR655,-0.12014445652173913
NXPE4,-0.12015923913043478
MIR525,-0.12024701086956523
RP11-98L5.4,-0.12024918478260871
SNORD19,-0.12027681159420286
TNFSF18,-0.12036739130434781
KRTAP5-4,-0.12037663043478261
RP4-555D20.2,-0.12038369565217391
RP11-115C10.1,-0.12040570652173915
GPR133,-0.12042616255312193
UCA1,-0.12048043478260868
ANKRD66,-0.12050880434782608
GPR65,-0.12054646739130433
MIR300,-0.12054886775362317
REC114,-0.12059193143812709
LEUTX,-0.12064945652173913
DDI1,-0.1206532004830918
RP11-64B16.2,-0.12068931159420289
RP11-265N7.2,-0.12068967391304349
PLA2G4F,-0.12074142512077293
TPRXL,-0.12078755434782609
RP5-1068B5.5,-0.12082934782608697
C5orf17,-0.12083967391304347
CTD-2015B23.2,-0.12083967391304347
TECRL,-0.12085434782608696
C6orf118,-0.12085785573122529
SLC10A5,-0.12088573369565216
SSX6,-0.1208945652173913
COL6A5,-0.12097709030100336
OOSP1,-0.12099673913043477
CUBNP1,-0.12099999999999998
LINC01498,-0.12100271739130433
IGHD3-16,-0.12107409420289855
TRAV9-2,-0.12111902173913043
FTHL17,-0.12112693236714975
GHRHR,-0.12117880434782607
MARCO,-0.1212560559006211
NLRP13,-0.12125657608695647
RP11-338C15.3,-0.12129818840579709
AC008427.2,-0.12135489130434783
MTRNR2L1,-0.12136684782608695
GULOP,-0.12137500000000001
RP11-396B14.2,-0.12141195652173913
PSG6,-0.12145398550724637
RP1-60O19.1,-0.12145896739130435
LINC01053,-0.12147961956521736
RP11-81F13.1,-0.12148288043478263
RP11-105N14.3,-0.12148478260869568
RP11-452C13.1,-0.12153949275362322
AC007193.10,-0.12165815217391303
RP6-91H8.3,-0.12170163043478263
CTD-2576D5.4,-0.12175407608695651
SNORD114-13,-0.12175452898550723
FAM170B,-0.12179981884057973
BX322559.3,-0.12181847826086954
AKR1D1P1,-0.12182166149068321
SNORD114-24,-0.12187613224637679
MIR15B,-0.12187771739130435
PSG5,-0.1219320652173913
CYLC2,-0.12197445652173912
MIR133B,-0.12204755434782609
LINCMD1,-0.12204755434782609
REXO1L3P,-0.12207255434782609
LINC01442,-0.12208777173913048
RP11-150O12.3,-0.12212010869565218
TUBBP8,-0.12212391304347826
PRR20B,-0.12216195652173914
RP4-666F24.3,-0.12219021739130433
CFAP45,-0.12221672240802675
LINC01164,-0.12228955314009661
KCNMB1,-0.12230551242236025
RGSL1,-0.12230570652173912
AADACL3,-0.12230619565217393
CTD-2147F2.2,-0.12231385869565217
MIR1207,-0.12234304347826087
IQCF1,-0.1223519927536232
KRT4,-0.12236757246376812
RP1-239B22.5,-0.12245108695652175
RP11-93K7.1,-0.1224586956521739
OR4D10,-0.12247418478260873
LINC00898,-0.12253278985507243
RP11-572C15.5,-0.12254673913043479
RP11-1007I13.4,-0.1225904749218528
KRTAP6-1,-0.12260434782608698
OR8J1,-0.12260652173913042
RP11-64P14.7,-0.12276246376811596
C22orf34,-0.122779548453997
GJD4,-0.12282608695652171
RP11-146E13.4,-0.1228603260869565
RP11-146E13.5,-0.1228603260869565
SYNGR2,-0.12286099033816422
SNORD71,-0.12286875
NPIPB3,-0.12290489130434779
CLEC5A,-0.12294334239130435
IGHD,-0.12297853260869566
IGHJ6,-0.12308641304347825
FLG-AS1,-0.12315680124223602
RP11-766H1.1,-0.12321847826086957
LINC00525,-0.12329782608695652
RP11-368M16.8,-0.12330285326086958
AC067945.4,-0.12336983695652175
RP11-930O11.1,-0.12340797101449275
TRIM64C,-0.12354565217391306
LINC00463,-0.12354782608695655
RP11-384J4.2,-0.12357934782608698
CCDC129,-0.12357989130434784
CDR1-AS,-0.12364660326086957
SNORD115-18,-0.12365525362318842
PHB2P1,-0.12367717391304349
CTAGE12P,-0.12368070652173914
SNORD19B,-0.12368278985507244
SMIM21,-0.12368975155279503
SNORD116-24,-0.12368989130434783
SLC9A9,-0.1237260082951945
AC016768.1,-0.12374021739130435
AC012507.4,-0.12381983695652174
RP11-109J4.1,-0.12382717391304347
LINC01234,-0.12383980978260868
OR10G8,-0.123855615942029
EPPIN-WFDC6,-0.12390439311594204
AC073133.1,-0.12390978260869566
LINC01020,-0.12392391304347827
AMTN,-0.12392536231884056
DKFZp434J0226,-0.12398247282608697
MIR409,-0.12406393280632408
SPRR2F,-0.1240949275362319
SNORD113-4,-0.12412690217391305
PPP1R3A,-0.12414039855072465
