,avg_delta_beta
PLCH2,0.02595432087675172
CDH23,0.02594636237373738
STK25,0.02593428093645484
SFTA2,0.02592518115942029
FAM214B,0.02590320048309179
SYT5,0.025895683679899178
OSBPL8,0.02589546035805626
MIR5588,0.025893870772946862
ATN1,0.025890880434782607
LPPR4,0.025890342809364555
SAA2,0.02588790760869566
RNA5SP333,0.02588790760869566
N4BP2L1,0.02588486024844721
SNORA67,0.0258639945652174
JMJD1C-AS1,0.025862137681159417
RP11-70D24.3,0.025857608695652182
SAPCD1,0.025850938735177867
AC025048.1,0.02584728260869566
KRT14,0.025847078804347827
ZNF175,0.02584407608695653
LINC00933,0.025835084541062803
AC010525.4,0.025831521739130444
SNORD56,0.025828913043478268
RP11-1167A19.2,0.02582083333333334
CR2,0.02581884057971015
DDX6,0.025808659420289867
MYH11,0.025806936785456248
EEF2,0.025805998964803324
SMS,0.025805473602484478
FGFBP3,0.025801026570048312
RP11-977G19.14,0.025797826086956518
RPP30,0.02577903318077803
SLC35G1,0.02577571531329923
SLC25A39,0.025775334448160544
CA6,0.025774945652173923
WDFY3-AS2,0.025770176630434773
RP11-334J6.6,0.02576277173913042
BCL2L11,0.025760103876633127
ZNF141,0.025750271739130425
RP11-478C6.1,0.025750271739130425
TBX10,0.025750148221343867
KDM4A,0.02574839673913043
RASD2,0.02574175883549453
LMBR1L,0.02573695652173913
TCHP,0.02572767210144928
PRKAR1A,0.02572658102766799
RFX6,0.025725041806020064
VPS13A,0.025718297101449277
TRAJ49,0.02571358695652174
TRAJ48,0.02571358695652174
GOLGA8B,0.02570968670076727
LINC01091,0.02570607416879795
THAP4,0.025703108016304342
AC013269.3,0.02570244565217392
CFC1B,0.02570244565217392
AC006547.15,0.02570163043478261
POM121,0.025701620589161936
RP11-337C18.10,0.025700719741480617
AC006538.4,0.025700243628185907
MIEF1,0.025691809006211187
ZNF529,0.025691485507246373
MSANTD4,0.02568779891304348
RP11-700A24.1,0.025687055335968382
RP9P,0.02567967391304349
HSD17B7P2,0.025672282608695647
PIWIL2,0.025663722826086956
MVP,0.025658057655954632
IDO1,0.025656702898550734
RP13-638C3.3,0.025653925120772938
MINOS1-NBL1,0.025651366039952994
RP11-564D11.3,0.025643831521739137
C1QTNF2,0.025638082298136654
ZNF426,0.02561417984189724
CRB2,0.0256083152173913
ASPG,0.02560720108695653
HIF1A-AS1,0.025603959627329195
AP000997.2,0.025598369565217403
MGST1,0.025598080264714586
TRAPPC2,0.025596547314578007
RP11-669E14.4,0.025596195652173918
ZHX1,0.025594180253623183
GPR37,0.025579719679633867
CTD-2192J16.20,0.02556742327365729
FCER1G,0.025560144927536232
RP5-865N13.2,0.025552717391304346
RP11-379B8.1,0.025550543478260874
ZNF395,0.025546715500945193
PLA2G12B,0.0255460144927536
WASF2,0.02553998712814645
BCAM,0.025538550724637683
PNPLA1,0.02553381953324808
DACT2,0.025522617717820942
PCIF1,0.025512888198757768
ENTPD3-AS1,0.025506038647342986
XXbac-BPG32J3.20,0.025496934225195084
CD63,0.025496765010351977
RP11-699A5.2,0.025483876811594204
KXD1,0.025469021739130435
RP11-520P18.5,0.025461503623188404
STAG3L1,0.025458831521739125
ULK1,0.02545798748353095
TBL1Y,0.02545326086956522
SNORD36C,0.02545190217391305
RNF122,0.02544776570048309
RP11-9M16.2,0.02544119565217391
MSTN,0.02544112318840581
OR10G2,0.025440217391304344
LRRC16B,0.025437137681159416
HEBP1,0.025429138795986624
CIAO1,0.02542512787723785
RP11-174G17,0.02539972826086956
ZNF740,0.025398037439613528
RP11-4K16.2,0.025385507246376792
GP9,0.025384588509316793
NUAK1,0.02538065511163337
FAM189B,0.02537534324942792
AL590723.1,0.02536847826086957
SCARNA3,0.02536847826086957
GNG12,0.025364113998948116
NFYC,0.025361622212931985
RP11-334C17.5,0.02534809782608695
TMEM200C,0.025343420619235845
MLLT1,0.0253308095952024
MLX,0.025323401534526856
SPNS1,0.025323160535117052
ATP6AP1L,0.025322180706521737
RP1-150O5.3,0.025320108695652176
MMP23B,0.02531679226176385
CLEC18B,0.025313260869565226
AC093627.10,0.025305072463768116
KLF4,0.02530130434782608
CHMP6,0.025274503780718344
RP11-175P19.2,0.025267085597826092
CASC2,0.02526690476190476
MALSU1,0.025261580267558523
CLCC1,0.025261166007905143
UBE2Q2P1,0.025257717391304346
RP11-358B23.1,0.025249357707509884
AEBP2,0.025248180529300585
AC133680.1,0.025237246376811583
TRAPPC12-AS1,0.02520559006211182
EHD4,0.02520230978260869
TBL2,0.025202113526570053
MIR4634,0.025196086956521736
NDUFA11,0.025193125000000004
FLJ42393,0.025175815217391307
HIST1H4K,0.025171428571428574
LRP2BP,0.02517123188405797
RP1-313L4.3,0.025170471014492758
RP1-313L4.4,0.025170471014492758
SSTR2,0.025169123641304348
CTD-2083E4.4,0.025167065217391305
C19orf38,0.025166233459357278
RP11-713P17.4,0.025163742236024845
ADAMTS7P4,0.02516340579710145
SEPT7P9,0.02514329710144928
HMOX1,0.025138224637681155
ERCC4,0.02513140527950311
DHX58,0.025131317934782616
KLHL40,0.025120147515527946
UNC13A,0.02510707815734989
AC079790.2,0.025094916879795395
CSNK2A2,0.025091897233201575
RP11-54C4.3,0.025084178743961353
P4HB,0.025069565217391298
MPV17L,0.02506777950310559
TIMM10,0.025065036231884056
RAP1GAP,0.025061775362318833
RP11-536K7.3,0.02505209627329192
RP5-1050D4.5,0.025046059782608692
NEU1,0.025045066838291368
CTD-2622I13.3,0.025035869565217393
LINC00620,0.025034178743961345
AC084082.3,0.025033997584541067
PARD6G-AS1,0.02502984375
PPFIA4,0.025018820450885663
FAM129B,0.025018599033816428
NRDE2,0.025013327032136115
TYRO3,0.025008378623188415
PSTK,0.025007592327739647
RP11-736K20.5,0.02500093167701863
GPR155,0.02500076726342711
GBE1,0.025000271739130442
AC074212.5,0.024997282608695662
RNMTL1,0.024996690404797597
STRN4,0.02499369565217391
ENGASE,0.02497861531190926
AC009236.2,0.024968297101449273
RP11-57H12.3,0.024965203804347833
RASSF8-AS1,0.024955784749670615
RP11-161H23.9,0.02495247194950911
SKIV2L,0.024947635106788695
TULP2,0.024934860248447214
USP18,0.02493076086956522
STK26,0.024928141821946165
RAP1GAP2,0.024922955047899775
ERN1,0.024922286160841144
XPO7,0.02491999223602486
HIATL2,0.02491880434782609
NAPRT,0.02491712635869566
RP11-3G20.1,0.024915760869565227
RP5-837M10.4,0.02490842391304349
MTERF3,0.02490573122529644
NFATC4,0.024901086956521726
LINC00899,0.024894293478260873
SH3D19,0.02489214118747076
CTD-2655K5.1,0.024890245995423336
ASTN2,0.02488813155181302
ATG4B,0.02488281772575254
LIPA,0.024869630878438336
MPP6,0.024851317523056644
MBD3L5,0.02484021739130435
RP11-666F17.1,0.024827717391304346
FAM127C,0.02482524703557312
RP11-259G18.3,0.024824456521739133
CTSL,0.02482173913043478
LHFPL5,0.024816798418972334
IFITM4P,0.02481569293478262
FAM222A-AS1,0.0248145594965675
NDRG1,0.024814085144927528
SQSTM1,0.024812711052013124
ZSWIM8-AS1,0.024811684782608704
IRF9,0.02480573122529644
RP11-438J1.1,0.024803572654462255
RP11-54O7.17,0.024802777777777778
P2RX1,0.024798945012787735
TMEM154,0.02479642210144928
SPATA25,0.02479532608695653
STAMBP,0.024794972826086958
ABCA7,0.02478678260869566
MIR6510,0.0247820652173913
AC027601.1,0.024780978260869554
CTD-2538C1.3,0.02477789855072464
RP11-19E11.1,0.02477566425120773
RAD21L1,0.024768953469693714
FAM188A,0.024764841137123742
ZNF362,0.02475823498964804
KCNAB1-AS1,0.024757608695652168
SPRY4,0.024757107023411364
CHP2,0.024752826086956527
PTCHD2,0.02474605179028132
SMAD3,0.024740987612114372
AC092117.1,0.02473464673913044
ZNF518A,0.024730652173913036
RASGRF2,0.024728491635322366
LINC01162,0.024721195652173903
RP11-54A4.2,0.02471956521739131
FOXK1,0.024717623246962462
H6PD,0.024717372563718115
RP11-728F11.4,0.02471413043478261
FTX_5,0.024703260869565223
AC008440.5,0.024699456521739126
ABHD14B,0.024692296786389425
COX19,0.024691483845233345
TMPRSS4-AS1,0.024676588628762527
FSCN1,0.024674947405329592
FIRRE,0.02466689723320158
RP11-402D21.2,0.024663804347826078
AGK,0.02465656702898551
GPR18,0.024652355072463772
SMURF1,0.02464163889309701
ZBTB38,0.024640131530873223
TCL6_3,0.0246266304347826
FRMD8,0.024626585939486408
AC093627.12,0.02462247658862874
AC074289.1,0.024618065090261886
H1F0,0.024616178929765888
RP11-651L5.2,0.024612862318840575
AC005702.2,0.024611956521739125
MIR4737,0.024611956521739125
AC005702.4,0.024611956521739125
AC005702.3,0.024611956521739125
KRT222,0.024607563405797107
GTF2F2,0.024596798216276482
LRIF1,0.024596557971014493
APOL2,0.024578170289855074
CDH9,0.02455476525286307
SOCS2-AS1,0.024553003344481607
RP11-750H9.5,0.024552649456521736
GTF2H4,0.024541887208569636
DPYSL4,0.024540253623188422
LMCD1,0.024535884333648398
TNRC6C-AS1,0.024533876811594198
KIF18B,0.02453345788043479
SMU1,0.024533212560386475
AC005789.9,0.024526319875776383
CTD-2616J11.11,0.024512907608695657
NR2F1,0.024491180830039525
MKNK1,0.024487409420289877
GPR148,0.024484986413043478
MIR1288,0.024481521739130443
GOLGA4,0.02447395300511509
LAMA3,0.02447255434782609
NBPF3,0.02446526268115941
DEDD,0.024455108695652178
HEG1,0.02444881239935588
RP11-175O19.4,0.024441304347826088
ARSD-AS1,0.02443152173913043
AC018647.3,0.02443043478260869
FN3K,0.024428079710144938
TSPAN31,0.024426322463768108
TMEM51,0.02442615589668167
CHRNA5,0.02442196557971014
CTB-12A17.2,0.024416902173913037
FER1L4,0.02441154891304347
MAPK8IP2,0.024407448849104865
SEPHS1,0.02440667701863355
IGSF9B,0.024405546125070576
CES2,0.024399308300395252
PPP1R42,0.02439654503105589
SART1,0.02439358876811595
OR4C13,0.02439239130434782
DNM1P35,0.02438192934782608
RP11-166N17.1,0.02437445652173913
RP11-702F3.2,0.024364673913043484
ARHGAP19-SLIT1,0.024359874517374508
PTGES,0.024359782608695656
SYN1,0.0243486621520589
RILPL2,0.02434739130434783
ENSA,0.02432874999999999
PLEKHG4,0.02432704849498326
TCF19,0.024316697559115162
PDP1,0.024315625
CCL17,0.02431521739130435
TP63,0.024311114130434786
RP11-219B4.7,0.02431039402173913
ABCG4,0.02430968070652173
CDK17,0.024308510511227916
ZNF559,0.02429729468599034
STEAP1,0.02429701086956521
RP13-895J2.3,0.024290815217391314
GIPC1,0.0242673309178744
BANF1P3,0.02426576086956522
RP4-800J21.3,0.02425980848861283
CITF22-24E5.1,0.024246684782608694
LINC01132,0.024245380434782613
RP1-317E23.6,0.024239628623188406
DMRT3,0.02423854515050166
RP11-846F4.11,0.024235326086956527
FRMD5,0.024228508850465375
ISLR2,0.0242265245314373
CTD-2308L22.1,0.024221739130434784
NME9,0.024210485933503837
P2RY6,0.024209755434782616
C15orf39,0.024206001890359177
CDC42BPG,0.02420326086956521
CTNND2,0.024201587615283262
SNUPN,0.024195184178743973
RP4-604G5.1,0.02419069293478261
CTC-479C5.12,0.024187862318840587
USP46,0.024185986024844723
TMED7-TICAM2,0.024181622383252808
CCDC167,0.024177434995737424
CA13,0.02416606071964018
PLXND1,0.024159661835748792
ARHGAP1,0.02415306106138108
RASGEF1C,0.024147712335692597
C9orf24,0.024145108695652184
ZNF112,0.024144565217391306
ZDHHC8,0.02414341032608695
TXNRD2,0.024135369565217387
KRT7,0.024117999999999987
CTIF,0.024098020186335407
TRIP10,0.024089382722939347
MAPK11,0.024079924151935016
VSTM5,0.024075937649307214
RP11-661A12.8,0.024074404761904773
KLC3,0.02407198996655519
NR4A3,0.024068542620137297
MIR6721,0.024060326086956553
DIXDC1,0.024057907196969697
RTN2,0.024054240777338615
KPTN,0.024051304347826083
AC004987.10,0.024048369565217397
IGSF22,0.024046739130434786
WARS,0.024046086956521735
GALNT1,0.02402411684782609
AC092301.3,0.024020108695652173
AC017002.2,0.024020108695652166
ACBD4,0.024018122909699003
POR,0.024015670289855077
XXbac-BPG249D20.9,0.024012771739130436
TAF15,0.02401272474664921
PCNXL3,0.024006995091164083
SCARNA5,0.02399728260869564
GPR128,0.02399417701863355
RP11-254I22.2,0.023991847826086963
AC104066.1,0.02396054347826087
NAGLU,0.023958193979933103
GPR162,0.023957089920948627
LRRC49,0.023953846153846155
RP5-1142A6.5,0.023951630434782597
MAP4K5,0.02394741722408026
TTLL5,0.02394586956521738
ATL1,0.023945644648829426
FBXL19,0.02394318448883665
RP1-266L20.2,0.02394039855072464
NLRC5,0.023935933924485123
DAXX,0.023935131631946226
PPFIBP1,0.023933989065734986
AC004471.10,0.02393084239130434
NUTM2A-AS1,0.02392630434782608
C2orf50,0.023925155279503105
RP11-972P1.7,0.02391494565217392
CASP4,0.023912409420289854
CERK,0.023909818840579723
KRCC1,0.023902070393374754
OTUD4P1,0.023893297101449294
CTD-2036P10.3,0.023890760869565212
SNORA30,0.023884510869565202
CCDC14,0.023876126482213444
FGF14-AS2,0.0238710597826087
LIMS1,0.023861342000568345
AF131216.1,0.023859364548494983
DNAJC11,0.023851470588235297
KRT81,0.023841459627329194
PIGQ,0.02383426898056653
ELAC1,0.023826009316770196
CTD-2140B24.4,0.023825336438923397
LA16c-316G12.2,0.023822961956521733
RAI1,0.02382169848374132
GS1-594A7.5,0.02381548913043478
SPG7,0.023814265821090832
TRAF6,0.02380947204968944
FSTL3,0.02380896739130435
RP11-304L19.8,0.023804565217391296
TRIM8,0.023802506038647336
ARHGAP44,0.023798933946488295
FGF20,0.023798632345914953
ISYNA1,0.023794836956521737
CARM1,0.023789757525083614
NAB2,0.02378928140096619
LRCOL1,0.023785292119565215
DTX2P1,0.02378315217391304
DTX2P1-UPK3BP1-PMS2P11,0.02378315217391304
RP11-977G19.5,0.02378158967391305
SNORD82,0.023775815217391312
TRMT2B-AS1,0.023768454968944107
LAMB1,0.023766966711956522
RP11-17G12.3,0.02376050724637682
AP1G2,0.02375886548913043
ATP6V1B1,0.0237586231884058
AMMECR1L,0.023753215579710128
RP13-870H17.3,0.02374021739130434
ARHGAP27,0.02373185741687979
KAZN,0.023727887671212432
C7orf50,0.02372213826715223
U8,0.02372160326086956
RP11-77K12.8,0.02372061454849498
NFYB,0.023711467391304343
F5,0.023707065217391302
ABCA1,0.023706861413043477
RNU6-1313P,0.02370597826086956
COL17A1,0.02370201086956522
RP11-834C11.4,0.023696059782608702
RP11-715J22.2,0.023674673913043478
RP11-468I15.1,0.023668568840579707
AKAP8,0.023663819875776385
LINC01450,0.02366304347826087
NIPAL2,0.023659930830039526
FTX,0.023657764990053988
RTEL1-TNFRSF6B,0.0236543944099379
POLQ,0.02364374600383632
RP1-256G22.2,0.023632608695652174
TMEM52,0.023625826086956517
SHKBP1,0.02361753623188406
RELL2,0.023611813501144163
AP2A2,0.02361165662055337
KLHL4,0.023605163043478265
COL4A6,0.023604438405797096
WHAMML1,0.023604347826086957
RAB35,0.023599407114624507
RGL4,0.02359127846790892
GNAQ,0.023589492753623185
NCF4,0.023578532608695642
RP11-278H7.1,0.023568972332015815
LINC01235,0.023568478260869562
AC015971.2,0.023566992753623197
RP11-58E21.4,0.0235554347826087
APOE,0.02354320652173912
TECR,0.023543061979648467
TRIM29,0.023542740984159084
GNB1,0.023542571747722982
RP11-43P8.2,0.023538586956521744
RP11-794M8.1,0.02353115942028985
MNT,0.023529104197901034
RAB43,0.02352554347826088
MYOF,0.023525399800099947
RP11-164P12.3,0.02351766304347827
RP11-475O23.3,0.023514311594202905
ZNF556,0.023508423913043485
NTN3,0.023505484189723314
GPATCH8,0.023504626532887395
INTS1,0.023502743583027765
RP11-128M1.1,0.023501630434782605
AC092171.4,0.02349914596273291
ERVMER34-1,0.02349855072463768
FAM131B,0.023497730179028124
LRRC2,0.023496123188405806
SMTNL2,0.023491207298136644
FAM46D,0.023489328063241107
PTPN7,0.02348819676700114
FOXN3-AS1,0.023483635265700485
C8orf37-AS1,0.02348133283785458
RAB40B,0.023478540733785924
DGAT2,0.023471488294314394
DSTYK,0.023469403127383683
KLF8,0.02346936141304347
FAM64A,0.023460969202898554
GOT1L1,0.02345523097826087
BICD2,0.02344987648221343
RAB11FIP5,0.02344734654731457
TRAK1,0.023446802443803597
C6orf62,0.02344510869565217
RP11-296I10.3,0.023439198369565206
ZNF32-AS3,0.023435733695652168
AGRN,0.023432078636607626
SYPL2,0.02342969367588934
PODXL,0.023428532608695648
RP11-40E6.1,0.023421603260869568
RMDN2-AS1,0.023421603260869558
MRM1,0.023421272296544043
SLC8A3,0.023420737092391307
DIAPH1,0.023415047554347822
F10,0.023413058672276756
FEZ2,0.02341127953422024
RPUSD1,0.023400737577639757
KLRG2,0.023386159420289855
WSB2,0.023381974637681154
TSC22D1-AS1,0.023361998327759193
ADAMTSL4,0.02335983695652174
RP4-713A8.1,0.023359510869565225
SERPINB6,0.023343716032608697
AC093609.1,0.023337965838509323
AC026803.1,0.023336413043478266
AIFM2,0.023333565217391296
ANO9,0.02333338509316769
EPM2AIP1,0.023326921132457025
GLRB,0.023314641943734008
AC005702.1,0.02330842391304347
CACHD1,0.02329167701863353
SMARCA1,0.023284387351778648
AC012506.2,0.023279891304347832
RP4-539M6.21,0.023277173913043486
SNORD4B,0.023276766304347808
MIR6884,0.023272373188405793
DFFB,0.023257554347826084
MARCH10,0.02325720665736652
MBIP,0.023257142857142855
ATP8A2,0.023256051085752814
WASH3P,0.023252249396135276
RP3-355L5.4,0.023250181159420284
RP11-259O18.4,0.023246557971014492
MIA-RAB4B,0.023242424151935018
TMEM106C,0.023237395484949824
LINC01170,0.023235202569169937
SNORD93,0.023232391304347823
RAB3C,0.023230836483931948
BRICD5,0.02322572463768117
RIPPLY1,0.02321494565217392
PPM1G,0.02320828232265447
AC114271.2,0.023203389328063234
CCDC69,0.02319546404682274
C19orf26,0.023191983695652178
RRBP1,0.023176086956521732
ZNF43,0.02317135093167702
SPATA33,0.02316924103737605
PLD4,0.023163879598662195
CTD-2024F21.1,0.02316358695652174
MACROD1,0.02315785280029476
FOPNL,0.023153428093645487
ADPGK-AS1,0.023141174948240167
MIR1253,0.0231366847826087
RASGRP4,0.023135643115942024
DSCC1,0.023132382246376815
NUTF2,0.023128623188405802
GRIK3,0.02312656455862978
AC092614.2,0.02312146739130435
RP5-1142A6.7,0.023120516304347815
TIMM44,0.023119927536231873
DLX3,0.023116920289855073
NOB1,0.023112020460358047
GOLGA8A,0.02310903209109731
C19orf80,0.02310896739130436
AC010504.2,0.023089673913043472
OSBPL9,0.023084119565217397
RP11-754B17.1,0.023083333333333348
HSD11B1L,0.023082971014492762
BRI3,0.02307588509316771
LY6D,0.02306581521739129
UBOX5-AS1,0.023065760869565216
ZZEF1,0.0230540579710145
ILF3,0.023047025171624717
LRFN3,0.02304582379862699
TRABD2A,0.023044723506187102
STIM1,0.023040021739130435
RP11-440L14.3,0.023037771739130436
SNORA20,0.0230358695652174
GSTA2,0.02303369565217391
LTV1,0.023025543478260867
SCN1B,0.02302521739130434
TRPC4,0.02302224664322251
ADAD2,0.023018379446640317
SNX27,0.023012884725400466
GABBR1,0.023012075649156305
CCDC134,0.023008361204013374
AC079613.1,0.02300815217391304
CTD-2033A16.3,0.02300760869565218
GPS1,0.023002977315689996
AC010547.9,0.023000769927536236
DPP4,0.02299181763285025
ASAP1,0.022990981945467927
NETO2,0.02298254076086956
ZNF490,0.022961684782608693
ZNF414,0.022956023550724642
PITRM1-AS1,0.022951902173913036
LINC01524,0.022951086956521743
TMEM184B,0.022934347826086957
ZNF568,0.022931385075006357
ZNF22,0.022929664855072467
KAT7,0.022926304347826082
LRP2,0.022924895118230346
CCDC88A,0.022922942546583853
AC024592.12,0.02291014492753623
CTR9,0.0229036102484472
GS1-259H13.7,0.0228983695652174
PAM,0.022895167134174846
ABCC6P2,0.022889130434782613
MEG3_1,0.02288727116704805
LINC01533,0.02288097826086956
SUSD4,0.02288067711274232
USP47,0.022880163043478258
AC093642.4,0.02287771739130435
RP11-178L8.4,0.022876948757763974
CAPZB,0.022875967281510767
MIR575,0.02286009316770189
RP11-504P24.5,0.022852173913043478
CTC-435M10.6,0.022850271739130443
SLC7A9,0.02283976449275364
CYB561,0.02283833612040134
PITPNM1,0.022830934782608697
MIB2,0.022828033582781862
RAD52,0.022808370870870866
MIR942,0.02280665760869565
GADD45A,0.02280378787878787
CTD-2589M5.5,0.022801449275362314
CEP104,0.022801372997711674
CTU1,0.022799925889328065
RP11-104O19.4,0.022798913043478256
RP4-714D9.2,0.022792663043478257
LENG8,0.02276642786561262
CASC10,0.022751304347826084
RP11-541E12.1,0.022741149068322978
RP11-474C8.3,0.0227320652173913
WDR55,0.022730104225484663
ZDHHC17,0.022729720496894406
ZNF793,0.02272563938618925
LYSMD2,0.02272395330112721
STK24-AS1,0.0227180027173913
CAND2,0.022715253475459492
MIR128-1,0.022694021739130436
HLA-DPA1,0.022686147485080986
ZNF827,0.022675593297101462
MAF1,0.022664356884057966
RPL22,0.022656692546583847
RNU6-476P,0.02265434782608695
C11orf68,0.022653532608695653
DCLK1,0.022649285049988376
DMAP1,0.022648958333333337
MEIS1-AS3,0.0226421497584541
AC121334.1,0.022636956521739134
TARM1,0.02263532608695653
RP3-437C15.1,0.022624275362318848
TPSB2,0.02262336956521739
AC008781.1,0.022620729813664583
DLEU1,0.022616587200585757
USP35,0.022615971248246852
DLK2,0.0226096837944664
TSSC4,0.02260856693363845
TEX10,0.02260692934782609
HEXA-AS1,0.022603840579710138
MIR1257,0.022597065217391295
ADPGK,0.022587560386473436
LTBP4,0.0225869711144065
RNA5SP18,0.022582608695652182
RP11-1035H13.2,0.022568206521739125
POM121L8P,0.022560869565217384
POLR2M,0.02255252329192546
COX17P1,0.02255163043478261
RP11-189B4.7,0.02255163043478261
EIF1B-AS1,0.022548369565217392
RP11-770E5.1,0.022539488335100756
PRR34-AS1,0.022536026021080374
PRR34,0.022536026021080374
SPCS2P1,0.02253369565217391
SSR3,0.022530346867007663
ANXA8L1,0.0225289596273292
PPP1R16A,0.022515942028985502
EFCC1,0.022514912008281592
KIF19,0.022510227272727282
SP7,0.022502738294314373
RNF152,0.02250108695652174
CCDC113,0.022498858695652168
WDR48,0.02249061264822135
CTSV,0.02248718944099379
B4GALNT4,0.022484363354037272
REXO1,0.02248412416387959
LINGO1,0.022482423681776133
MIR143,0.02247894021739131
SRGAP3,0.022478015858873834
RP11-331F4.4,0.02247744565217393
MEF2C-AS1,0.02247015310892941
GRIK4,0.022466699428289112
RP11-304L19.1,0.022464076086956532
NFE2L3,0.022459566488685474
ZNF829,0.022451677018633535
GLTSCR1L,0.022450981043973042
RP11-46C24.3,0.02245095108695652
TAT,0.02244858695652173
CTD-2506J14.1,0.02244728260869565
WBP1L,0.022445067466266858
DHX33,0.022444356187290966
PTPRM,0.02244357531055901
GALNTL6,0.02244017872486681
PLEKHG4B,0.022437427536231874
CDAN1,0.02243484654731457
SLED1,0.022429166666666656
FAM81A,0.02242894757978153
PFN4,0.022422693701226307
MAP4K4,0.022417170975323166
PADI6,0.022402717391304356
CTD-2014E2.5,0.022389169254658392
C17orf61-PLSCR3,0.022388244766505635
MEX3D,0.022386985125858128
GATSL2,0.022386956521739138
PLSCR2,0.02238486024844721
OXCT1,0.02237836527459953
RNA5SP180,0.02237228260869565
AAED1,0.022369782608695658
RP11-434E6.2,0.022368260869565212
TLE6,0.02236075310559006
PPARGC1B,0.02235489130434782
TMEM190,0.022351146245059295
CREB3L2,0.022350065876152833
CEACAM6,0.022345788043478258
GPRC5B,0.022342020750988123
RP11-2C24.3,0.022339334239130433
SLC26A6,0.022338938618925837
AC092275.1,0.02233532608695652
RP11-254F7.3,0.02233478260869565
HLA-B,0.02232934567795154
STAT6,0.022328709829867677
ZDHHC4,0.022327807971014503
KDM4B,0.022326945329315565
RNU6-1238P,0.02232635869565219
B3GALT4,0.02231813492640237
KIAA1522,0.022314194373401538
MIR1469,0.022312536231884058
HUNK,0.022301361283643892
CITF22-49E9.3,0.022300000000000007
KCTD11,0.022298514492753625
MARCH6,0.022293875418060206
ST7,0.022286184227137313
DCP1A,0.022281166213768126
RP11-197N18.2,0.02227476943346509
NFIA,0.022266549027379713
C4orf32,0.022265167984189715
KIF28P,0.0222622491638796
RP11-168O16.1,0.022259873188405804
RUNX2,0.022256282576119512
RP11-329B9.4,0.02225271739130436
DAG1,0.02224894021739131
RP11-73M18.2,0.022246645049324082
MIR219B,0.022245978260869576
NCOA2,0.02224249095633999
PCBP4,0.022240932494279185
IL17RC,0.022237422360248442
ARID1A,0.022234098228663447
ADCY5,0.022227092257442717
RP11-159H22.2,0.02222193322981366
ZNF775,0.022220504789977887
FNDC1,0.02221727173913045
ARHGEF7,0.022214369850352963
RPL36,0.02221386746143058
SLC16A7,0.022209111253196932
CELA1,0.022199999999999987
TCEAL3,0.022198233695652186
CAMSAP3,0.022196906354515062
RP11-566K11.5,0.022190217391304348
SEC16A,0.022180680741360096
GPATCH4,0.022178369565217394
ADNP-AS1,0.022175905797101447
PRR5L,0.02217294548748351
WDR90,0.022172440711462443
ZNF565,0.022172389722797337
CLSTN3,0.022171875
FOXN2,0.02216017512077294
ELOVL7,0.022158661684782605
BZRAP1-AS1,0.022134606309650043
MDM4,0.02213368055555555
AKAP11,0.022131669960474304
RP11-529H2.2,0.022108016304347822
MIR554,0.022106884057971
CSNK2B-LY6G5B-562,0.022102448926139332
GAMT,0.022087028985507233
EXTL1,0.022082563405797107
GLYCAM1,0.022073369565217386
KIAA0895L,0.022069891304347822
ELMSAN1,0.022062522644927536
TRADD,0.022057065217391304
AC007392.3,0.02205409533909004
AADACL2-AS1,0.022051856884057974
METTL22,0.022044818840579714
MTHFSD,0.022041630434782605
NUMBL,0.022040509111253194
FHL2,0.022036338080959526
KSR2,0.02202997769068101
ETFB,0.022027322134387354
ZCCHC24,0.022022010438233267
RP11-472B18.1,0.022015597826086964
CCDC62,0.0220060618729097
ZNF432,0.02200483802216539
LFNG,0.02200178210313448
FUT11,0.02199634661835748
PCOLCE-AS1,0.021995885093167696
RP11-96D1.5,0.021992391304347828
OGFRL1,0.02199215579710145
RAB5C,0.021987635869565224
HOXB2,0.021986804347826083
MED10,0.021985075250836122
TCOF1,0.021975146321070237
VPS72,0.021972705314009647
EHHADH,0.02196686689549962
FOSL1,0.02196601170568561
RP11-831A10.1,0.021964673913043468
GDPD2,0.021952921195652186
AC145343.2,0.021949999999999997
ZNF136,0.021948647276636406
RP11-382J12.1,0.021947463768115946
C19orf43,0.021941847826086956
CHID1,0.02193929032447338
PLEKHH3,0.021938839285714284
DPYS,0.02192453886693017
RP11-158I13.2,0.02191972049689441
LOXL4,0.021919474637681166
PYCR1,0.021903755016722398
MIR6727,0.021899767080745345
ADAMTS19-AS1,0.0218986231884058
DCAF15,0.021896893592677335
CCNJL,0.02189536613272311
SAPCD2P4,0.02189282608695652
MLH1,0.02189243956883723
PRR16,0.021892344045368623
LENEP,0.02188664596273294
ZSCAN25,0.021885926773455383
RP11-201K10.3,0.021880978260869568
ATOH7,0.021874057971014497
UNC5A,0.021862858695652167
MS4A10,0.021862732919254668
FAM109A,0.021861743856332706
RAPGEFL1,0.021861643306636154
KDELR1,0.02185954968944099
NPDC1,0.021855923913043477
RP11-512N21.1,0.02184999999999999
NCOR1,0.02184815821256039
ADAM8,0.021844267180925706
RN7SL850P,0.02183858695652174
RP11-863P13.5,0.02183206521739131
SLC6A8,0.021823721227621478
SIT1,0.021822554347826085
ZNF304,0.02181902173913043
RP11-744I24.2,0.021814575098814237
RALGPS2,0.021812913824950275
DHX30,0.021812810559006204
ALAS1,0.021809584980237152
EDC4,0.021804192546583855
CAPG,0.021802798913043486
